Review ID,Positive Restaurant Keywords,Negative Restaurant Keywords,Dish 1 Name,Dish 1 Keywords,Dish 2 Name,Dish 2 Keywords,Dish 3 Name,Dish 3 Keywords,Dish 4 Name,Dish 4 Keywords,Dish 5 Name,Dish 5 Keywords
565,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
566,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
567,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
568,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
569,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
570,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
571,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
572,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
573,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
574,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
575,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
576,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
577,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
578,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
579,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
580,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
581,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
582,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
583,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
584,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
585,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
586,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
587,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
588,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
589,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
590,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
591,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
592,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
593,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
594,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
595,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
596,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
597,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
598,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
599,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
600,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
601,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
602,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
603,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
604,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
605,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
606,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
607,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
608,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
609,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
610,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
611,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
612,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
613,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
614,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
615,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
616,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
617,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
618,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
619,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
620,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
621,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
622,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
623,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
624,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
625,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
626,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
627,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
628,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
629,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
630,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
631,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
632,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
633,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
634,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
635,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
636,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
637,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
638,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
639,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
640,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
641,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
642,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
643,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
644,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
645,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
646,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
647,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
648,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
649,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
650,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
651,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
652,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
653,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
654,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
655,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
656,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
657,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
658,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
659,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
660,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
661,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
662,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
663,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
664,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
665,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
666,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
667,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
668,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
669,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
670,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
671,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
672,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
673,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
674,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
675,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
676,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
677,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
678,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
679,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
680,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
681,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
682,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
683,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
684,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
685,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
686,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
